location,date,vaccine,total_vaccinations
Romania,4/12/2021,Moderna,287423
Romania,4/12/2021,Oxford/AstraZeneca,407271
Romania,4/12/2021,Pfizer/BioNTech,3059096
Romania,4/13/2021,Moderna,296167
Romania,4/13/2021,Oxford/AstraZeneca,417067
Romania,4/13/2021,Pfizer/BioNTech,3117146
Romania,4/14/2021,Moderna,305182
Romania,4/14/2021,Oxford/AstraZeneca,426913
Romania,4/14/2021,Pfizer/BioNTech,3178405
Romania,4/15/2021,Moderna,314259
Romania,4/15/2021,Oxford/AstraZeneca,436165
Romania,4/15/2021,Pfizer/BioNTech,3240132
Romania,4/16/2021,Moderna,323062
Romania,4/16/2021,Oxford/AstraZeneca,446329
Romania,4/16/2021,Pfizer/BioNTech,3300799
Romania,4/17/2021,Moderna,332539
Romania,4/17/2021,Oxford/AstraZeneca,456172
Romania,4/17/2021,Pfizer/BioNTech,3362657
Romania,4/18/2021,Moderna,341162
Romania,4/18/2021,Oxford/AstraZeneca,464653
Romania,4/18/2021,Pfizer/BioNTech,3417475
Romania,4/19/2021,Moderna,349011
Romania,4/19/2021,Oxford/AstraZeneca,475051
Romania,4/19/2021,Pfizer/BioNTech,3474495
Romania,4/20/2021,Moderna,358891
Romania,4/20/2021,Oxford/AstraZeneca,485089
Romania,4/20/2021,Pfizer/BioNTech,3543461
Romania,4/21/2021,Moderna,369970
Romania,4/21/2021,Oxford/AstraZeneca,495208
Romania,4/21/2021,Pfizer/BioNTech,3614041
Romania,4/22/2021,Moderna,380592
Romania,4/22/2021,Oxford/AstraZeneca,505247
Romania,4/22/2021,Pfizer/BioNTech,3680757
Romania,4/23/2021,Moderna,390799
Romania,4/23/2021,Oxford/AstraZeneca,516765
Romania,4/23/2021,Pfizer/BioNTech,3749432
Romania,4/24/2021,Moderna,402275
Romania,4/24/2021,Oxford/AstraZeneca,526446
Romania,4/24/2021,Pfizer/BioNTech,3817954
Romania,4/25/2021,Moderna,411876
Romania,4/25/2021,Oxford/AstraZeneca,534300
Romania,4/25/2021,Pfizer/BioNTech,3877603
Romania,4/26/2021,Moderna,421055
Romania,4/26/2021,Oxford/AstraZeneca,543893
Romania,4/26/2021,Pfizer/BioNTech,3939640
Romania,4/27/2021,Moderna,430671
Romania,4/27/2021,Oxford/AstraZeneca,553916
Romania,4/27/2021,Pfizer/BioNTech,4004648
Romania,4/28/2021,Moderna,439342
Romania,4/28/2021,Oxford/AstraZeneca,563246
Romania,4/28/2021,Pfizer/BioNTech,4070437
Romania,4/29/2021,Moderna,447398
Romania,4/29/2021,Oxford/AstraZeneca,571580
Romania,4/29/2021,Pfizer/BioNTech,4134438
Romania,4/30/2021,Moderna,455671
Romania,4/30/2021,Oxford/AstraZeneca,579202
Romania,4/30/2021,Pfizer/BioNTech,4197155
Romania,5/1/2021,Moderna,461395
Romania,5/1/2021,Oxford/AstraZeneca,584908
Romania,5/1/2021,Pfizer/BioNTech,4245742
Romania,5/2/2021,Moderna,465528
Romania,5/2/2021,Oxford/AstraZeneca,588599
Romania,5/2/2021,Pfizer/BioNTech,4279191
Romania,5/3/2021,Moderna,471274
Romania,5/3/2021,Oxford/AstraZeneca,593957
Romania,5/3/2021,Pfizer/BioNTech,4334654
Romania,5/4/2021,Johnson&Johnson,45
Romania,5/4/2021,Moderna,478246
Romania,5/4/2021,Oxford/AstraZeneca,602451
Romania,5/4/2021,Pfizer/BioNTech,4404747
Romania,5/5/2021,Johnson&Johnson,267
Romania,5/5/2021,Moderna,485462
Romania,5/5/2021,Oxford/AstraZeneca,610915
Romania,5/5/2021,Pfizer/BioNTech,4483199
Romania,5/6/2021,Johnson&Johnson,1159
Romania,5/6/2021,Moderna,494009
Romania,5/6/2021,Oxford/AstraZeneca,618693
Romania,5/6/2021,Pfizer/BioNTech,4566436
Romania,5/7/2021,Johnson&Johnson,2654
Romania,5/7/2021,Moderna,502226
Romania,5/7/2021,Oxford/AstraZeneca,625404
Romania,5/7/2021,Pfizer/BioNTech,4642514
Romania,5/8/2021,Johnson&Johnson,3325
Romania,5/8/2021,Moderna,512737
Romania,5/8/2021,Oxford/AstraZeneca,632302
Romania,5/8/2021,Pfizer/BioNTech,4735067
Romania,5/9/2021,Johnson&Johnson,3527
Romania,5/9/2021,Moderna,522443
Romania,5/9/2021,Oxford/AstraZeneca,638049
Romania,5/9/2021,Pfizer/BioNTech,4823349
Romania,5/10/2021,Johnson&Johnson,5270
Romania,5/10/2021,Moderna,530055
Romania,5/10/2021,Oxford/AstraZeneca,646291
Romania,5/10/2021,Pfizer/BioNTech,4905212
Romania,5/11/2021,Johnson&Johnson,8651
Romania,5/11/2021,Moderna,537276
Romania,5/11/2021,Oxford/AstraZeneca,654036
Romania,5/11/2021,Pfizer/BioNTech,4992709
Romania,5/12/2021,Johnson&Johnson,12662
Romania,5/12/2021,Moderna,544683
Romania,5/12/2021,Oxford/AstraZeneca,661214
Romania,5/12/2021,Pfizer/BioNTech,5078867
Romania,5/13/2021,Johnson&Johnson,17203
Romania,5/13/2021,Moderna,551854
Romania,5/13/2021,Oxford/AstraZeneca,668387
Romania,5/13/2021,Pfizer/BioNTech,5163215
Romania,5/14/2021,Johnson&Johnson,23115
Romania,5/14/2021,Moderna,559092
Romania,5/14/2021,Oxford/AstraZeneca,676145
Romania,5/14/2021,Pfizer/BioNTech,5252621
Romania,5/15/2021,Johnson&Johnson,25538
Romania,5/15/2021,Moderna,566632
Romania,5/15/2021,Oxford/AstraZeneca,684454
Romania,5/15/2021,Pfizer/BioNTech,5353370
Romania,5/16/2021,Johnson&Johnson,27008
Romania,5/16/2021,Moderna,572217
Romania,5/16/2021,Oxford/AstraZeneca,692147
Romania,5/16/2021,Pfizer/BioNTech,5440284
Romania,5/17/2021,Johnson&Johnson,31404
Romania,5/17/2021,Moderna,577717
Romania,5/17/2021,Oxford/AstraZeneca,699993
Romania,5/17/2021,Pfizer/BioNTech,5517198
Romania,5/18/2021,Johnson&Johnson,37860
Romania,5/18/2021,Moderna,585040
Romania,5/18/2021,Oxford/AstraZeneca,708606
Romania,5/18/2021,Pfizer/BioNTech,5591759
Romania,5/19/2021,Johnson&Johnson,45337
Romania,5/19/2021,Moderna,592929
Romania,5/19/2021,Oxford/AstraZeneca,716589
Romania,5/19/2021,Pfizer/BioNTech,5662827
Romania,5/20/2021,Johnson&Johnson,52508
Romania,5/20/2021,Moderna,600583
Romania,5/20/2021,Oxford/AstraZeneca,724401
Romania,5/20/2021,Pfizer/BioNTech,5728149
Romania,5/21/2021,Johnson&Johnson,59855
Romania,5/21/2021,Moderna,607662
Romania,5/21/2021,Oxford/AstraZeneca,732201
Romania,5/21/2021,Pfizer/BioNTech,5790898
Romania,5/22/2021,Johnson&Johnson,62730
Romania,5/22/2021,Moderna,615611
Romania,5/22/2021,Oxford/AstraZeneca,740674
Romania,5/22/2021,Pfizer/BioNTech,5847052
Romania,5/23/2021,Johnson&Johnson,65439
Romania,5/23/2021,Moderna,621592
Romania,5/23/2021,Oxford/AstraZeneca,748426
Romania,5/23/2021,Pfizer/BioNTech,5884675
Romania,5/24/2021,Johnson&Johnson,71246
Romania,5/24/2021,Moderna,627741
Romania,5/24/2021,Oxford/AstraZeneca,756116
Romania,5/24/2021,Pfizer/BioNTech,5922644
Romania,5/25/2021,Johnson&Johnson,78264
Romania,5/25/2021,Moderna,633965
Romania,5/25/2021,Oxford/AstraZeneca,763583
Romania,5/25/2021,Pfizer/BioNTech,5970755
Romania,5/26/2021,Johnson&Johnson,86267
Romania,5/26/2021,Moderna,639199
Romania,5/26/2021,Oxford/AstraZeneca,770285
Romania,5/26/2021,Pfizer/BioNTech,6021938
Romania,5/27/2021,Johnson&Johnson,94290
Romania,5/27/2021,Moderna,643967
Romania,5/27/2021,Oxford/AstraZeneca,776549
Romania,5/27/2021,Pfizer/BioNTech,6070261
Romania,5/28/2021,Johnson&Johnson,102965
Romania,5/28/2021,Moderna,648279
Romania,5/28/2021,Oxford/AstraZeneca,782802
Romania,5/28/2021,Pfizer/BioNTech,6120498
Romania,5/29/2021,Johnson&Johnson,107871
Romania,5/29/2021,Moderna,651064
Romania,5/29/2021,Oxford/AstraZeneca,788744
Romania,5/29/2021,Pfizer/BioNTech,6183794
Romania,5/30/2021,Johnson&Johnson,112771
Romania,5/30/2021,Moderna,652398
Romania,5/30/2021,Oxford/AstraZeneca,792930
Romania,5/30/2021,Pfizer/BioNTech,6242467
Romania,5/31/2021,Johnson&Johnson,120076
Romania,5/31/2021,Moderna,654399
Romania,5/31/2021,Oxford/AstraZeneca,797307
Romania,5/31/2021,Pfizer/BioNTech,6292917
Romania,6/1/2021,Johnson&Johnson,124027
Romania,6/1/2021,Moderna,656926
Romania,6/1/2021,Oxford/AstraZeneca,800876
Romania,6/1/2021,Pfizer/BioNTech,6335638
Romania,6/2/2021,Johnson&Johnson,130875
Romania,6/2/2021,Moderna,660017
Romania,6/2/2021,Oxford/AstraZeneca,803580
Romania,6/2/2021,Pfizer/BioNTech,6378667
Romania,6/3/2021,Johnson&Johnson,139973
Romania,6/3/2021,Moderna,663386
Romania,6/3/2021,Oxford/AstraZeneca,806233
Romania,6/3/2021,Pfizer/BioNTech,6424160
Romania,6/4/2021,Johnson&Johnson,150981
Romania,6/4/2021,Moderna,667729
Romania,6/4/2021,Oxford/AstraZeneca,808919
Romania,6/4/2021,Pfizer/BioNTech,6474130
Romania,6/5/2021,Johnson&Johnson,156197
Romania,6/5/2021,Moderna,671060
Romania,6/5/2021,Oxford/AstraZeneca,812017
Romania,6/5/2021,Pfizer/BioNTech,6532740
Romania,6/6/2021,Johnson&Johnson,160015
Romania,6/6/2021,Moderna,673620
Romania,6/6/2021,Oxford/AstraZeneca,814255
Romania,6/6/2021,Pfizer/BioNTech,6582226
Romania,6/7/2021,Johnson&Johnson,167095
Romania,6/7/2021,Moderna,676640
Romania,6/7/2021,Oxford/AstraZeneca,816266
Romania,6/7/2021,Pfizer/BioNTech,6619520
Romania,6/8/2021,Johnson&Johnson,175823
Romania,6/8/2021,Moderna,679531
Romania,6/8/2021,Oxford/AstraZeneca,817802
Romania,6/8/2021,Pfizer/BioNTech,6655832
Romania,6/9/2021,Johnson&Johnson,185203
Romania,6/9/2021,Moderna,682102
Romania,6/9/2021,Oxford/AstraZeneca,819352
Romania,6/9/2021,Pfizer/BioNTech,6688204
Romania,6/10/2021,Johnson&Johnson,194313
Romania,6/10/2021,Moderna,684750
Romania,6/10/2021,Oxford/AstraZeneca,820765
Romania,6/10/2021,Pfizer/BioNTech,6716587
Romania,6/11/2021,Johnson&Johnson,203434
Romania,6/11/2021,Moderna,687376
Romania,6/11/2021,Oxford/AstraZeneca,822454
Romania,6/11/2021,Pfizer/BioNTech,6744379
Romania,6/12/2021,Johnson&Johnson,208487
Romania,6/12/2021,Moderna,690146
Romania,6/12/2021,Oxford/AstraZeneca,824172
Romania,6/12/2021,Pfizer/BioNTech,6774086
Romania,6/13/2021,Johnson&Johnson,212116
Romania,6/13/2021,Moderna,691646
Romania,6/13/2021,Oxford/AstraZeneca,825221
Romania,6/13/2021,Pfizer/BioNTech,6799355
Romania,6/14/2021,Johnson&Johnson,218111
Romania,6/14/2021,Moderna,693282
Romania,6/14/2021,Oxford/AstraZeneca,826711
Romania,6/14/2021,Pfizer/BioNTech,6821300
Romania,6/15/2021,Johnson&Johnson,225331
Romania,6/15/2021,Moderna,695110
Romania,6/15/2021,Oxford/AstraZeneca,828077
Romania,6/15/2021,Pfizer/BioNTech,6843211
Romania,6/16/2021,Johnson&Johnson,232530
Romania,6/16/2021,Moderna,696764
Romania,6/16/2021,Oxford/AstraZeneca,829250
Romania,6/16/2021,Pfizer/BioNTech,6865262
Romania,6/17/2021,Johnson&Johnson,239414
Romania,6/17/2021,Moderna,698174
Romania,6/17/2021,Oxford/AstraZeneca,830042
Romania,6/17/2021,Pfizer/BioNTech,6885178
Romania,6/18/2021,Johnson&Johnson,246330
Romania,6/18/2021,Moderna,699624
Romania,6/18/2021,Oxford/AstraZeneca,831055
Romania,6/18/2021,Pfizer/BioNTech,6905112
Romania,6/19/2021,Johnson&Johnson,249554
Romania,6/19/2021,Moderna,700813
Romania,6/19/2021,Oxford/AstraZeneca,831927
Romania,6/19/2021,Pfizer/BioNTech,6925306
Romania,6/20/2021,Johnson&Johnson,251882
Romania,6/20/2021,Moderna,701579
Romania,6/20/2021,Oxford/AstraZeneca,832498
Romania,6/20/2021,Pfizer/BioNTech,6941986
Romania,6/21/2021,Johnson&Johnson,254214
Romania,6/21/2021,Moderna,702241
Romania,6/21/2021,Oxford/AstraZeneca,833261
Romania,6/21/2021,Pfizer/BioNTech,6958269
Romania,6/22/2021,Johnson&Johnson,259466
Romania,6/22/2021,Moderna,703401
Romania,6/22/2021,Oxford/AstraZeneca,834099
Romania,6/22/2021,Pfizer/BioNTech,6974769
Romania,6/23/2021,Johnson&Johnson,265692
Romania,6/23/2021,Moderna,704552
Romania,6/23/2021,Oxford/AstraZeneca,834913
Romania,6/23/2021,Pfizer/BioNTech,6992664
Romania,6/24/2021,Johnson&Johnson,271845
Romania,6/24/2021,Moderna,705710
Romania,6/24/2021,Oxford/AstraZeneca,835580
Romania,6/24/2021,Pfizer/BioNTech,7010285
Romania,6/25/2021,Johnson&Johnson,277980
Romania,6/25/2021,Moderna,706820
Romania,6/25/2021,Oxford/AstraZeneca,836202
Romania,6/25/2021,Pfizer/BioNTech,7028146
Romania,6/26/2021,Johnson&Johnson,281133
Romania,6/26/2021,Moderna,707842
Romania,6/26/2021,Oxford/AstraZeneca,836682
Romania,6/26/2021,Pfizer/BioNTech,7046034
Romania,6/27/2021,Johnson&Johnson,284286
Romania,6/27/2021,Moderna,708864
Romania,6/27/2021,Oxford/AstraZeneca,837162
Romania,6/27/2021,Pfizer/BioNTech,7063922
Romania,6/28/2021,Johnson&Johnson,288475
Romania,6/28/2021,Moderna,709421
Romania,6/28/2021,Oxford/AstraZeneca,837587
Romania,6/28/2021,Pfizer/BioNTech,7077971
Romania,6/29/2021,Johnson&Johnson,293344
Romania,6/29/2021,Moderna,710016
Romania,6/29/2021,Oxford/AstraZeneca,838224
Romania,6/29/2021,Pfizer/BioNTech,7092434
Romania,6/30/2021,Johnson&Johnson,298496
Romania,6/30/2021,Moderna,710760
Romania,6/30/2021,Oxford/AstraZeneca,838766
Romania,6/30/2021,Pfizer/BioNTech,7106796
Romania,7/1/2021,Johnson&Johnson,303647
Romania,7/1/2021,Moderna,711343
Romania,7/1/2021,Oxford/AstraZeneca,839162
Romania,7/1/2021,Pfizer/BioNTech,7119663
Romania,7/2/2021,Johnson&Johnson,309600
Romania,7/2/2021,Moderna,711999
Romania,7/2/2021,Oxford/AstraZeneca,839590
Romania,7/2/2021,Pfizer/BioNTech,7133153
Romania,7/3/2021,Johnson&Johnson,315553
Romania,7/3/2021,Moderna,712655
Romania,7/3/2021,Oxford/AstraZeneca,840018
Romania,7/3/2021,Pfizer/BioNTech,7146643
Romania,7/4/2021,Johnson&Johnson,317802
Romania,7/4/2021,Moderna,713182
Romania,7/4/2021,Oxford/AstraZeneca,840218
Romania,7/4/2021,Pfizer/BioNTech,7155558
Romania,7/5/2021,Johnson&Johnson,322261
Romania,7/5/2021,Moderna,713794
Romania,7/5/2021,Oxford/AstraZeneca,840619
Romania,7/5/2021,Pfizer/BioNTech,7166541
Romania,7/6/2021,Johnson&Johnson,327630
Romania,7/6/2021,Moderna,714281
Romania,7/6/2021,Oxford/AstraZeneca,840906
Romania,7/6/2021,Pfizer/BioNTech,7177103
Romania,7/7/2021,Johnson&Johnson,333369
Romania,7/7/2021,Moderna,714783
Romania,7/7/2021,Oxford/AstraZeneca,841212
Romania,7/7/2021,Pfizer/BioNTech,7187631
Romania,7/8/2021,Johnson&Johnson,338889
Romania,7/8/2021,Moderna,715335
Romania,7/8/2021,Oxford/AstraZeneca,841533
Romania,7/8/2021,Pfizer/BioNTech,7197549
Romania,7/10/2021,Johnson&Johnson,345690
Romania,7/10/2021,Moderna,716250
Romania,7/10/2021,Oxford/AstraZeneca,841932
Romania,7/10/2021,Pfizer/BioNTech,7214757
Romania,7/11/2021,Johnson&Johnson,349553
Romania,7/11/2021,Moderna,717132
Romania,7/11/2021,Oxford/AstraZeneca,842208
Romania,7/11/2021,Pfizer/BioNTech,7227836
Romania,7/12/2021,Johnson&Johnson,353289
Romania,7/12/2021,Moderna,717443
Romania,7/12/2021,Oxford/AstraZeneca,842416
Romania,7/12/2021,Pfizer/BioNTech,7235663
Romania,7/13/2021,Johnson&Johnson,358179
Romania,7/13/2021,Moderna,717844
Romania,7/13/2021,Oxford/AstraZeneca,842714
Romania,7/13/2021,Pfizer/BioNTech,7244682
Romania,7/14/2021,Johnson&Johnson,363732
Romania,7/14/2021,Moderna,718221
Romania,7/14/2021,Oxford/AstraZeneca,842996
Romania,7/14/2021,Pfizer/BioNTech,7253506
Romania,7/15/2021,Johnson&Johnson,369086
Romania,7/15/2021,Moderna,718657
Romania,7/15/2021,Oxford/AstraZeneca,843259
Romania,7/15/2021,Pfizer/BioNTech,7262269
Romania,7/16/2021,Johnson&Johnson,375040
Romania,7/16/2021,Moderna,719050
Romania,7/16/2021,Oxford/AstraZeneca,843455
Romania,7/16/2021,Pfizer/BioNTech,7270927
Romania,7/17/2021,Johnson&Johnson,378185
Romania,7/17/2021,Moderna,719392
Romania,7/17/2021,Oxford/AstraZeneca,843630
Romania,7/17/2021,Pfizer/BioNTech,7278880
Romania,7/18/2021,Johnson&Johnson,380164
Romania,7/18/2021,Moderna,719626
Romania,7/18/2021,Oxford/AstraZeneca,843711
Romania,7/18/2021,Pfizer/BioNTech,7284649
Romania,7/19/2021,Johnson&Johnson,384978
Romania,7/19/2021,Moderna,719883
Romania,7/19/2021,Oxford/AstraZeneca,843894
Romania,7/19/2021,Pfizer/BioNTech,7292637
Slovakia,1/1/2021,Pfizer/BioNTech,0
Slovakia,1/8/2021,Pfizer/BioNTech,29632
Slovakia,1/15/2021,Moderna,0
Slovakia,1/15/2021,Pfizer/BioNTech,62669
Slovakia,1/22/2021,Moderna,0
Slovakia,1/22/2021,Pfizer/BioNTech,100082
Slovakia,1/29/2021,Moderna,69
Slovakia,1/29/2021,Pfizer/BioNTech,146552
Slovakia,2/5/2021,Moderna,1654
Slovakia,2/5/2021,Oxford/AstraZeneca,0
Slovakia,2/5/2021,Pfizer/BioNTech,212413
Slovakia,2/12/2021,Moderna,6466
Slovakia,2/12/2021,Oxford/AstraZeneca,12775
Slovakia,2/12/2021,Pfizer/BioNTech,276161
Slovakia,2/19/2021,Moderna,18247
Slovakia,2/19/2021,Oxford/AstraZeneca,27055
Slovakia,2/19/2021,Pfizer/BioNTech,322001
Slovakia,2/26/2021,Moderna,22511
Slovakia,2/26/2021,Oxford/AstraZeneca,47855
Slovakia,2/26/2021,Pfizer/BioNTech,373282
Slovakia,3/5/2021,Moderna,24606
Slovakia,3/5/2021,Oxford/AstraZeneca,89593
Slovakia,3/5/2021,Pfizer/BioNTech,426111
Slovakia,3/5/2021,Sputnik V,0
Slovakia,3/12/2021,Moderna,29525
Slovakia,3/12/2021,Oxford/AstraZeneca,132431
Slovakia,3/12/2021,Pfizer/BioNTech,483187
Slovakia,3/12/2021,Sputnik V,0
Slovakia,3/19/2021,Moderna,41489
Slovakia,3/19/2021,Oxford/AstraZeneca,178897
Slovakia,3/19/2021,Pfizer/BioNTech,556459
Slovakia,3/19/2021,Sputnik V,0
Slovakia,3/26/2021,Moderna,55887
Slovakia,3/26/2021,Oxford/AstraZeneca,216154
Slovakia,3/26/2021,Pfizer/BioNTech,635192
Slovakia,3/26/2021,Sputnik V,0
Slovakia,4/2/2021,Moderna,66945
Slovakia,4/2/2021,Oxford/AstraZeneca,244251
Slovakia,4/2/2021,Pfizer/BioNTech,701052
Slovakia,4/2/2021,Sputnik V,0
Slovakia,4/9/2021,Moderna,79148
Slovakia,4/9/2021,Oxford/AstraZeneca,293816
Slovakia,4/9/2021,Pfizer/BioNTech,773499
Slovakia,4/9/2021,Sputnik V,0
Slovakia,4/16/2021,Johnson&Johnson,0
Slovakia,4/16/2021,Moderna,97940
Slovakia,4/16/2021,Oxford/AstraZeneca,345050
Slovakia,4/16/2021,Pfizer/BioNTech,856857
Slovakia,4/16/2021,Sputnik V,0
Slovakia,4/23/2021,Johnson&Johnson,0
Slovakia,4/23/2021,Moderna,119592
Slovakia,4/23/2021,Oxford/AstraZeneca,388923
Slovakia,4/23/2021,Pfizer/BioNTech,941512
Slovakia,4/23/2021,Sputnik V,0
Slovakia,4/30/2021,Johnson&Johnson,0
Slovakia,4/30/2021,Moderna,141433
Slovakia,4/30/2021,Oxford/AstraZeneca,423130
Slovakia,4/30/2021,Pfizer/BioNTech,1052209
Slovakia,4/30/2021,Sputnik V,0
Slovakia,5/7/2021,Johnson&Johnson,0
Slovakia,5/7/2021,Moderna,168959
Slovakia,5/7/2021,Oxford/AstraZeneca,457192
Slovakia,5/7/2021,Pfizer/BioNTech,1187890
Slovakia,5/7/2021,Sputnik V,0
Slovakia,5/14/2021,Johnson&Johnson,0
Slovakia,5/14/2021,Moderna,198666
Slovakia,5/14/2021,Oxford/AstraZeneca,496816
Slovakia,5/14/2021,Pfizer/BioNTech,1350173
Slovakia,5/14/2021,Sputnik V,0
Slovakia,5/21/2021,Johnson&Johnson,0
Slovakia,5/21/2021,Moderna,230729
Slovakia,5/21/2021,Oxford/AstraZeneca,543188
Slovakia,5/21/2021,Pfizer/BioNTech,1514266
Slovakia,5/21/2021,Sputnik V,0
Slovakia,5/28/2021,Johnson&Johnson,0
Slovakia,5/28/2021,Moderna,258309
Slovakia,5/28/2021,Oxford/AstraZeneca,583478
Slovakia,5/28/2021,Pfizer/BioNTech,1687855
Slovakia,5/28/2021,Sputnik V,0
Slovakia,6/4/2021,Johnson&Johnson,0
Slovakia,6/4/2021,Moderna,285575
Slovakia,6/4/2021,Oxford/AstraZeneca,624039
Slovakia,6/4/2021,Pfizer/BioNTech,1853825
Slovakia,6/4/2021,Sputnik V,0
Slovakia,6/11/2021,Johnson&Johnson,0
Slovakia,6/11/2021,Moderna,311376
Slovakia,6/11/2021,Oxford/AstraZeneca,655007
Slovakia,6/11/2021,Pfizer/BioNTech,2027917
Slovakia,6/11/2021,Sputnik V,4117
Slovakia,6/18/2021,Johnson&Johnson,100
Slovakia,6/18/2021,Moderna,337438
Slovakia,6/18/2021,Oxford/AstraZeneca,700619
Slovakia,6/18/2021,Pfizer/BioNTech,2192863
Slovakia,6/18/2021,Sputnik V,7837
Slovakia,6/25/2021,Johnson&Johnson,211
Slovakia,6/25/2021,Moderna,360703
Slovakia,6/25/2021,Oxford/AstraZeneca,748578
Slovakia,6/25/2021,Pfizer/BioNTech,2349566
Slovakia,6/25/2021,Sputnik V,11465
Slovakia,7/2/2021,Johnson&Johnson,5299
Slovakia,7/2/2021,Moderna,382007
Slovakia,7/2/2021,Oxford/AstraZeneca,782193
Slovakia,7/2/2021,Pfizer/BioNTech,2490185
Slovakia,7/2/2021,Sputnik V,17461
Slovakia,7/9/2021,Johnson&Johnson,13787
Slovakia,7/9/2021,Moderna,398616
Slovakia,7/9/2021,Oxford/AstraZeneca,811177
Slovakia,7/9/2021,Pfizer/BioNTech,2592211
Slovakia,7/9/2021,Sputnik V,23634
Slovakia,7/16/2021,Johnson&Johnson,18751
Slovakia,7/16/2021,Moderna,413741
Slovakia,7/16/2021,Oxford/AstraZeneca,818886
Slovakia,7/16/2021,Pfizer/BioNTech,2656074
Slovakia,7/16/2021,Sputnik V,26678
Slovenia,1/1/2021,Pfizer/BioNTech,6162
Slovenia,1/8/2021,Pfizer/BioNTech,30285
Slovenia,1/15/2021,Moderna,1
Slovenia,1/15/2021,Pfizer/BioNTech,49278
Slovenia,1/22/2021,Moderna,511
Slovenia,1/22/2021,Pfizer/BioNTech,63817
Slovenia,1/29/2021,Pfizer/BioNTech,81598
Slovenia,2/5/2021,Moderna,930
Slovenia,2/5/2021,Pfizer/BioNTech,100804
Slovenia,2/12/2021,Moderna,3784
Slovenia,2/12/2021,Oxford/AstraZeneca,2129
Slovenia,2/12/2021,Pfizer/BioNTech,117765
Slovenia,2/19/2021,Moderna,4511
Slovenia,2/19/2021,Oxford/AstraZeneca,6077
Slovenia,2/19/2021,Pfizer/BioNTech,138031
Slovenia,2/26/2021,Moderna,4826
Slovenia,2/26/2021,Oxford/AstraZeneca,13755
Slovenia,2/26/2021,Pfizer/BioNTech,158592
Slovenia,3/5/2021,Moderna,9005
Slovenia,3/5/2021,Oxford/AstraZeneca,24406
Slovenia,3/5/2021,Pfizer/BioNTech,177915
Slovenia,3/12/2021,Moderna,11864
Slovenia,3/12/2021,Oxford/AstraZeneca,52031
Slovenia,3/12/2021,Pfizer/BioNTech,199248
Slovenia,3/19/2021,Moderna,17745
Slovenia,3/19/2021,Oxford/AstraZeneca,55300
Slovenia,3/19/2021,Pfizer/BioNTech,220614
Slovenia,3/26/2021,Moderna,20727
Slovenia,3/26/2021,Oxford/AstraZeneca,77429
Slovenia,3/26/2021,Pfizer/BioNTech,249648
Slovenia,4/2/2021,Moderna,38575
Slovenia,4/2/2021,Oxford/AstraZeneca,89566
Slovenia,4/2/2021,Pfizer/BioNTech,279435
Slovenia,4/9/2021,Moderna,41695
Slovenia,4/9/2021,Oxford/AstraZeneca,100999
Slovenia,4/9/2021,Pfizer/BioNTech,320098
Slovenia,4/16/2021,Moderna,52863
Slovenia,4/16/2021,Oxford/AstraZeneca,106707
Slovenia,4/16/2021,Pfizer/BioNTech,361326
Slovenia,4/23/2021,Moderna,59471
Slovenia,4/23/2021,Oxford/AstraZeneca,125925
Slovenia,4/23/2021,Pfizer/BioNTech,402243
Slovenia,4/30/2021,Johnson&Johnson,70
Slovenia,4/30/2021,Moderna,68902
Slovenia,4/30/2021,Oxford/AstraZeneca,129446
Slovenia,4/30/2021,Pfizer/BioNTech,448788
Slovenia,5/7/2021,Johnson&Johnson,1598
Slovenia,5/7/2021,Moderna,78184
Slovenia,5/7/2021,Oxford/AstraZeneca,140549
Slovenia,5/7/2021,Pfizer/BioNTech,523064
Slovenia,5/14/2021,Johnson&Johnson,9713
Slovenia,5/14/2021,Moderna,86263
Slovenia,5/14/2021,Oxford/AstraZeneca,161444
Slovenia,5/14/2021,Pfizer/BioNTech,582289
Slovenia,5/21/2021,Johnson&Johnson,15654
Slovenia,5/21/2021,Moderna,105341
Slovenia,5/21/2021,Oxford/AstraZeneca,190487
Slovenia,5/21/2021,Pfizer/BioNTech,638690
Slovenia,5/28/2021,Johnson&Johnson,20400
Slovenia,5/28/2021,Moderna,115953
Slovenia,5/28/2021,Oxford/AstraZeneca,214311
Slovenia,5/28/2021,Pfizer/BioNTech,695831
Slovenia,6/4/2021,Johnson&Johnson,31280
Slovenia,6/4/2021,Moderna,123380
Slovenia,6/4/2021,Oxford/AstraZeneca,241323
Slovenia,6/4/2021,Pfizer/BioNTech,778073
Slovenia,6/11/2021,Johnson&Johnson,36138
Slovenia,6/11/2021,Moderna,130682
Slovenia,6/11/2021,Oxford/AstraZeneca,264180
Slovenia,6/11/2021,Pfizer/BioNTech,852251
Slovenia,6/18/2021,Johnson&Johnson,41180
Slovenia,6/18/2021,Moderna,144812
Slovenia,6/18/2021,Oxford/AstraZeneca,277666
Slovenia,6/18/2021,Pfizer/BioNTech,884866
Slovenia,6/25/2021,Johnson&Johnson,44120
Slovenia,6/25/2021,Moderna,154913
Slovenia,6/25/2021,Oxford/AstraZeneca,286117
Slovenia,6/25/2021,Pfizer/BioNTech,923653
Slovenia,7/2/2021,Johnson&Johnson,47131
Slovenia,7/2/2021,Moderna,161454
Slovenia,7/2/2021,Oxford/AstraZeneca,296939
Slovenia,7/2/2021,Pfizer/BioNTech,965137
